日期              时间       飞机地址           纬度                  经度                                高度          地速     航向    航班号 爬升率 识别代码
2017-10-10	13:13:7	    781143	39.122904539108276	117.36272692680359	0.00	23.95	243.69	GCR7884	0.0	2000
2017-10-10	13:13:8	    781143	39.12288308143616	117.36265182495117	0.00	23.95	243.69	GCR7884	0.0	2000
2017-10-10	13:13:9	    781143	39.12288308143616	117.36265182495117	0.00	23.95	243.69	GCR7884	0.0	2000
2017-10-10	13:13:10	781143	39.12277042865753	117.36232459545135	0.00	23.95	243.69	GCR7884	0.0	2000
2017-10-10	13:13:12	781143	39.122673869132996	117.36207246780396	0.00	22.85	243.69	GCR7884	0.0	2000
2017-10-10	13:13:13	781143	39.122673869132996	117.36207246780396	0.00	22.85	243.69	GCR7884	0.0	2000
2017-10-10	13:13:13	781143	39.12264704704285	117.36201345920563	0.00	22.85	243.69	GCR7884	0.0	2000
2017-10-10	13:13:15	781143	39.12256121635437	117.36177742481232	0.00	23.95	243.69	GCR7884	0.0	2000
2017-10-10	13:13:16	781143	39.12250757217407	117.36164331436157	0.00	23.95	243.69	GCR7884	0.0	2000
2017-10-10	13:13:25	781143	39.12208378314972	117.36047923564911	0.00	23.95	243.69	GCR7884	0.0	2000
2017-10-10	13:13:30	781143	39.12208378314972	117.36047923564911	0.00	23.95	243.69	GCR7884	0.0	2000
2017-10-10	13:13:35	781143	39.1216117143631	117.3592346906662	0.00	24.83	243.69	GCR7884	0.0	2000
2017-10-10	13:13:36	781143	39.12156879901886	117.35909521579742	0.00	24.83	243.69	GCR7884	0.0	2000
2017-10-10	13:13:36	781143	39.12154734134674	117.35905230045319	0.00	24.83	243.69	GCR7884	0.0	2000
2017-10-10	13:13:37	781143	39.121472239494324	117.35885381698608	0.00	23.95	243.69	GCR7884	0.0	2000
2017-10-10	13:13:38	781143	39.121472239494324	117.35885381698608	0.00	23.95	243.69	GCR7884	0.0	2000
2017-10-10	13:13:39	781143	39.12139713764191	117.3586231470108	0.00	24.83	243.69	GCR7884	0.0	2000
2017-10-10	13:13:40	781143	39.12137031555176	117.35858023166656	0.00	24.83	243.69	GCR7884	0.0	2000
2017-10-10	13:13:42	781143	39.12126302719116	117.35829055309296	0.00	24.83	243.69	GCR7884	0.0	2000
